,ori,hi_access
840,87230.0,28.0
841,27250.0,27.0
842,4809.0,27.0
843,64204.0,35.0
844,95332.0,25.0
845,48266.0,33.0
846,128801.0,25.0
847,78921.0,27.0
848,102318.0,29.0
849,47972.0,26.0
850,81522.0,28.0
851,131552.0,27.0
852,11185.0,26.0
853,51908.0,32.0
854,175386.0,27.0
855,31143.0,29.0
856,87189.0,29.0
857,41292.0,29.0
858,171766.0,26.0
859,73316.0,31.0
860,124814.0,26.0
861,32265.0,28.0
862,189916.0,26.0
863,90604.0,31.0
864,73753.0,27.0
865,107225.0,25.0
866,151500.0,30.0
867,91437.0,25.0
868,142272.0,30.0
869,59921.0,29.0
870,108016.0,28.0
871,33178.0,27.0
872,30680.0,30.0
873,40396.0,24.0
874,71479.0,33.0
875,15682.0,32.0
876,51729.0,29.0
877,184208.0,28.0
878,59294.0,32.0
879,171728.0,27.0
880,185874.0,38.0
881,166765.0,28.0
882,113970.0,25.0
883,31001.0,29.0
884,81426.0,28.0
885,173260.0,26.0
886,17540.0,35.0
887,40768.0,34.0
888,141076.0,27.0
889,51841.0,33.0
890,134336.0,31.0
891,138231.0,32.0
892,89675.0,34.0
893,189176.0,33.0
894,13433.0,36.0
895,177320.0,31.0
896,50000.0,29.0
897,30992.0,33.0
898,86178.0,28.0
899,79591.0,29.0
900,156056.0,32.0
901,59788.0,31.0
902,166336.0,25.0
903,45387.0,26.0
904,105686.0,26.0
905,66681.0,30.0
906,189396.0,30.0
907,180408.0,33.0
908,9378.0,34.0
909,64822.0,24.0
910,127777.0,27.0
911,4954.0,27.0
912,160167.0,27.0
913,103145.0,29.0
914,9941.0,24.0
915,166516.0,26.0
916,4711.0,31.0
917,30754.0,25.0
918,920.0,26.0
919,81660.0,33.0
920,134240.0,27.0
921,13163.0,30.0
922,81517.0,30.0
923,9401.0,33.0
924,24350.0,31.0
925,187541.0,31.0
926,43809.0,28.0
927,15785.0,28.0
928,167858.0,27.0
929,98715.0,29.0
930,45639.0,28.0
931,107989.0,33.0
932,117163.0,25.0
933,151904.0,44.0
934,25197.0,29.0
935,187624.0,25.0
936,150550.0,26.0
937,48537.0,28.0
938,130682.0,30.0
939,160780.0,32.0
940,54130.0,27.0
941,166792.0,28.0
942,21812.0,29.0
943,106675.0,27.0
944,127788.0,32.0
945,40809.0,25.0
946,17702.0,31.0
947,8198.0,36.0
948,116130.0,24.0
949,66080.0,29.0
950,37111.0,29.0
951,12603.0,25.0
952,153560.0,33.0
953,184899.0,28.0
954,82241.0,33.0
955,2489.0,31.0
956,84556.0,38.0
957,158527.0,28.0
958,159111.0,27.0
959,69468.0,29.0
960,61534.0,31.0
961,101027.0,27.0
962,21165.0,29.0
963,187384.0,29.0
964,93682.0,28.0
965,40628.0,33.0
966,63834.0,27.0
967,135041.0,27.0
968,28977.0,31.0
969,45393.0,31.0
970,73669.0,29.0
971,111405.0,26.0
972,47481.0,29.0
973,135340.0,28.0
974,148318.0,27.0
975,147854.0,33.0
976,36159.0,25.0
977,92415.0,24.0
978,110388.0,34.0
979,122101.0,26.0
980,17560.0,31.0
981,13464.0,24.0
982,117831.0,26.0
983,149938.0,25.0
984,178606.0,30.0
985,43860.0,26.0
986,84803.0,26.0
987,178241.0,31.0
988,131561.0,29.0
989,29148.0,27.0
990,35800.0,31.0
991,102610.0,26.0
992,117119.0,28.0
993,70559.0,27.0
994,56501.0,32.0
995,6719.0,25.0
996,107885.0,29.0
997,143633.0,25.0
998,77367.0,24.0
999,30012.0,28.0
1000,120915.0,28.0
1001,60181.0,24.0
1002,142409.0,42.0
1003,11194.0,26.0
1004,95552.0,28.0
1005,65013.0,33.0
1006,46786.0,27.0
1007,156.0,29.0
1008,181181.0,35.0
1009,182406.0,34.0
1010,79980.0,25.0
1011,1239.0,28.0
1012,125318.0,30.0
1013,26709.0,24.0
1014,10599.0,27.0
1015,164009.0,26.0
1016,19835.0,33.0
1017,133328.0,26.0
1018,158020.0,24.0
1019,143894.0,28.0
1020,12135.0,24.0
1021,69107.0,32.0
1022,171321.0,34.0
1023,33190.0,35.0
1024,108587.0,24.0
1025,118055.0,30.0
1026,86161.0,29.0
1027,62877.0,30.0
1028,138993.0,33.0
1029,20528.0,28.0
1030,29618.0,28.0
1031,75723.0,30.0
1032,67216.0,33.0
1033,165132.0,29.0
1034,142934.0,29.0
1035,44407.0,24.0
1036,137883.0,31.0
1037,6957.0,26.0
1038,19970.0,24.0
1039,59481.0,29.0
1040,75731.0,33.0
1041,79276.0,33.0
1042,92269.0,28.0
1043,14018.0,26.0
1044,70940.0,27.0
1045,188516.0,24.0
1046,125949.0,24.0
1047,169743.0,24.0
1048,119253.0,27.0
1049,54426.0,27.0
1050,48580.0,36.0
1051,34295.0,33.0
1052,9333.0,24.0
1053,42795.0,34.0
1054,176756.0,29.0
1055,165604.0,24.0
1056,164819.0,28.0
1057,179982.0,29.0
1058,43334.0,25.0
1059,172806.0,29.0
1060,11447.0,28.0
1061,26958.0,31.0
1062,71755.0,29.0
1063,50994.0,29.0
1064,129204.0,26.0
1065,71169.0,27.0
1066,152707.0,29.0
1067,95423.0,29.0
1068,111958.0,29.0
1069,106136.0,27.0
1070,107262.0,26.0
1071,23938.0,30.0
1072,121940.0,29.0
1073,127759.0,31.0
1074,15569.0,26.0
1075,78838.0,34.0
1076,145315.0,25.0
1077,77967.0,25.0
1078,68750.0,24.0
1079,116394.0,24.0
1080,124991.0,25.0
1081,70628.0,31.0
1082,147089.0,23.0
1083,145691.0,28.0
1084,172874.0,28.0
1085,77670.0,28.0
1086,185860.0,29.0
1087,161853.0,29.0
1088,28792.0,32.0
1089,25585.0,31.0
1090,63554.0,28.0
1091,151608.0,27.0
1092,79138.0,37.0
1093,67889.0,24.0
1094,80499.0,31.0
1095,115276.0,29.0
1096,143727.0,29.0
1097,7832.0,27.0
1098,151383.0,27.0
1099,188322.0,36.0
1100,88568.0,26.0
1101,90839.0,27.0
1102,26121.0,29.0
1103,7891.0,31.0
1104,28386.0,29.0
1105,79466.0,27.0
1106,112033.0,29.0
1107,52838.0,25.0
1108,158802.0,39.0
1109,126436.0,30.0
1110,76791.0,27.0
1111,175376.0,27.0
1112,60163.0,36.0
1113,29155.0,25.0
1114,46540.0,28.0
1115,64840.0,26.0
1116,179347.0,29.0
1117,16827.0,25.0
1118,118674.0,29.0
1119,10175.0,31.0
1120,177490.0,23.0
1121,51298.0,31.0
1122,143488.0,26.0
1123,41849.0,24.0
1124,181710.0,25.0
1125,150968.0,29.0
1126,13138.0,26.0
1127,170235.0,25.0
1128,5859.0,26.0
1129,171683.0,29.0
1130,178687.0,24.0
1131,159435.0,25.0
1132,38773.0,31.0
1133,40569.0,24.0
1134,165104.0,26.0
1135,74997.0,24.0
1136,130899.0,24.0
1137,157758.0,30.0
1138,117810.0,29.0
1139,26892.0,35.0
1140,170878.0,28.0
1141,171621.0,35.0
1142,121567.0,24.0
1143,188479.0,29.0
1144,76633.0,23.0
1145,22946.0,23.0
1146,159134.0,23.0
1147,168907.0,26.0
1148,133799.0,27.0
1149,179436.0,31.0
1150,60122.0,26.0
1151,30492.0,23.0
1152,180310.0,23.0
1153,54537.0,28.0
1154,174529.0,26.0
1155,115113.0,27.0
1156,131946.0,27.0
1157,178096.0,26.0
1158,68489.0,34.0
1159,10891.0,31.0
1160,97127.0,30.0
1161,61132.0,26.0
1162,137596.0,23.0
1163,188708.0,37.0
1164,12604.0,23.0
1165,69804.0,26.0
1166,5030.0,24.0
1167,84035.0,27.0
1168,186706.0,24.0
1169,72632.0,30.0
1170,119926.0,32.0
1171,126760.0,25.0
1172,188160.0,29.0
1173,42542.0,24.0
1174,173094.0,25.0
1175,14728.0,34.0
1176,64484.0,33.0
1177,72284.0,27.0
1178,183605.0,29.0
1179,187583.0,30.0
1180,65565.0,32.0
1181,156800.0,30.0
1182,80379.0,27.0
1183,81648.0,27.0
1184,158481.0,23.0
1185,190039.0,25.0
1186,115018.0,23.0
1187,80207.0,25.0
1188,171421.0,27.0
1189,110432.0,31.0
1190,97826.0,24.0
1191,144997.0,31.0
1192,43980.0,23.0
1193,53462.0,32.0
1194,154505.0,23.0
1195,75048.0,29.0
1196,43536.0,24.0
1197,22150.0,23.0
1198,43152.0,24.0
1199,37318.0,27.0
1200,58465.0,26.0
1201,117395.0,23.0
1202,111148.0,23.0
1203,83724.0,24.0
1204,31251.0,32.0
1205,37332.0,34.0
1206,139881.0,33.0
1207,145724.0,32.0
1208,53445.0,27.0
1209,123760.0,26.0
1210,93795.0,31.0
1211,186283.0,34.0
1212,157709.0,26.0
1213,141733.0,31.0
1214,57674.0,31.0
1215,112637.0,23.0
1216,132642.0,37.0
1217,46696.0,29.0
1218,105808.0,25.0
1219,37981.0,31.0
1220,127053.0,24.0
1221,81415.0,24.0
1222,30366.0,33.0
1223,81180.0,30.0
1224,185848.0,34.0
1225,6959.0,27.0
1226,171565.0,29.0
1227,100888.0,29.0
1228,109185.0,26.0
1229,62791.0,27.0
1230,175884.0,23.0
1231,186346.0,27.0
1232,67614.0,27.0
1233,144646.0,24.0
1234,95186.0,29.0
1235,152562.0,36.0
1236,187061.0,36.0
1237,41348.0,34.0
1238,155640.0,29.0
1239,78366.0,25.0
1240,161041.0,24.0
1241,24897.0,37.0
1242,73101.0,25.0
1243,94658.0,28.0
1244,77486.0,25.0
1245,75176.0,30.0
1246,113548.0,25.0
